"predator","prey","ra","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","total_reads","proportion","total_otu"
"N566714","otu43",5845,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.00169189358640626,67
"N566714","otu370",2,"Streptophyta","Bryopsida","Pottiales","Pottiaceae","Tortella","Tortella tortuosa","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,5.78919961131314e-07,67
"N566714","otu839",82,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.37357184063839e-05,67
"N566714","otu543",5,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,1.44729990282828e-06,67
"N566714","otu7",1570418,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Anthyllis vulneraria","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.454573163759958,67
"N566714","otu254",313,"Streptophyta","Magnoliopsida","Poales","Poaceae","Calamagrostis","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,9.06009739170506e-05,67
"N566714","otu787",11,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.18405978622223e-06,67
"N566714","otu501",6,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,1.73675988339394e-06,67
"N566714","otu14",2832,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene acaulis","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.00081975066496194,67
"N566714","otu695",4,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,1.15783992226263e-06,67
"N566714","otu804",15,"Streptophyta","Magnoliopsida","Poales","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,4.34189970848485e-06,67
"N566714","otu753",2,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Teucrium","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,5.78919961131314e-07,67
"N566714","otu542",25,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,7.23649951414142e-06,67
"N566714","otu347",7,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Lavandula","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.0262198639596e-06,67
"N566714","otu142",2061,"Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis","Arabis hirsuta","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.000596577019945819,67
"N566714","otu90",15,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Dianthus","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,4.34189970848485e-06,67
"N566714","otu48",283748,"Streptophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Scabiosa","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.082133690565544,67
"N566714","otu73",5115,"Streptophyta","Magnoliopsida","Poales","Poaceae","Avenella","Avenella flexuosa","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.00148058780059334,67
"N566714","otu910",7,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.0262198639596e-06,67
"N566714","otu19",805,"Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.000233015284355354,67
"N566714","otu89",1211,"Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.000350536036465011,67
"N566714","otu916",317,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,9.17588138393132e-05,67
"N566714","otu18",605,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.000175123288242222,67
"N566714","otu718",17,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,4.92081966961617e-06,67
"N566714","otu75",311,"Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Globularia cordifolia","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,9.00220539559193e-05,67
"N566714","otu688",17,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,4.92081966961617e-06,67
"N566714","otu591",13,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.76297974735354e-06,67
"N566714","otu38",111216,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Thymus","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.0321925811985901,67
"N566714","otu301",3,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,8.68379941696971e-07,67
"N566714","otu273",39,"Chlorophyta","Chlorophyceae","Sphaeropleales","Chromochloridaceae","Chromochloris","Chromochloris zofingiensis","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,1.12889392420606e-05,67
"N566714","otu369",472,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.00013662511082699,67
"N566714","otu202",114,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.29984377844849e-05,67
"N566714","otu841",8,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.31567984452526e-06,67
"N566714","otu405",10,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.89459980565657e-06,67
"N566714","otu686",2,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Callitropsis","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,5.78919961131314e-07,67
"N566714","otu720",7,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.0262198639596e-06,67
"N566714","otu10",513531,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.148646673279862,67
"N566714","otu47",20816,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.00602539895545471,67
"N566714","otu790",5,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,1.44729990282828e-06,67
"N566714","otu447",10,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.89459980565657e-06,67
"N566714","otu905",10,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.89459980565657e-06,67
"N566714","otu917",8,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.31567984452526e-06,67
"N566714","otu6",321801,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.093148511206009,67
"N566714","otu627",3,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Sarcodum","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,8.68379941696971e-07,67
"N566714","otu846",11,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.18405978622223e-06,67
"N566714","otu842",10,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.89459980565657e-06,67
"N566714","otu847",14,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,4.0524397279192e-06,67
"N566714","otu715",2,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Nepeta","Nepeta menthoides","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,5.78919961131314e-07,67
"N566714","otu689",348,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.000100732073236849,67
"N566714","otu84",11948,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Gypsophila","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.00345846784779847,67
"N566714","otu132",12,"Streptophyta","Magnoliopsida","Asterales","Stylidiaceae","Stylidium","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.47351976678788e-06,67
"N566714","otu567",14,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,4.0524397279192e-06,67
"N566714","otu788",8,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,2.31567984452526e-06,67
"N566714","otu385",35,"Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,1.0131099319798e-05,67
"N566714","otu547",960,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,0.000277881581343031,67
"N566714","otu845",11,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.18405978622223e-06,67
"N566714","otu909",11,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified","Tiefenbach","m",6,2023,"grey","-11",1,"no",98,45,5,1,2,"3",NA,NA,2102,126,99,22.5,2.5,NA,NA,NA,30,15,18,1,"2023-01-18 15:30","2023-01-18 13:50:00","2023-01-18","m",3454709,3.18405978622223e-06,67
"N566785","otu1",246693,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified","Tiefenbach","m",6,2024,"black","-3",8,"snow",97,38.5,3,2,0,"35",NA,NA,2102,123,97.5,21.5,9,NA,NA,NA,25,8,28,3,"2024-03-28 08:25","2024-03-28 06:45:00","2024-03-28","m",246693,1,1
"N566881","otu75",5,"Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Globularia cordifolia","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,1.20201207204764e-06,69
"N566881","otu52",512,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Hippocrepis","Unclassified","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,0.000123086036177679,69
"N566881","otu498",2,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Unclassified","Unclassified","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,4.80804828819057e-07,69
"N566881","otu381",7,"Unclassified","Xanthophyceae","Tribonematales","Heteropediaceae","Unclassified","Unclassified","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,1.6828169008667e-06,69
"N566881","otu13",840,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Unclassified","Unclassified","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,0.000201938028104004,69
"N566881","otu839",143,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,3.43775452605626e-05,69
"N566881","otu10",109141,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified","Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f",4159692,0.0262377599110703,69
